CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Occupation,RealisticSalary
649,France,Female,45,5,92786.66,1,1,0,1,Maritime Marketing Repr,128523.63266521334
595,Germany,Male,32,8,131081.66,2,1,1,0,TRAFFIC SIGN MANAGER,134019.71600428756
646,France,Male,30,5,98014.74,1,1,1,0,"SENIOR STATIONARY ENGINEER, SEWAGE PLANT",122595.6987066306
592,Spain,Male,38,8,0.0,2,1,0,0,IS TECHNICIAN - SUPERVISOR,106676.36363636363
574,France,Male,26,8,97460.1,1,1,1,0,SENIOR BUILDING INSPECTOR,119095.78885964127
850,France,Male,36,1,104077.19,2,0,1,0,Museum Preparator,138161.8422117848
850,Spain,Female,29,1,0.0,2,1,1,0,Medical Evaluations Assistant,112636.36363636363
475,France,Female,46,10,0.0,2,0,0,1,Citizens Complaint Officer,106818.18181818182
642,France,Female,39,4,0.0,1,1,1,0,PATIENT ACCOUNTS CLERK,99221.81818181818
710,Spain,Female,51,4,93656.95,1,0,1,1,"Chf Stationary Eng, Sew Plant",134142.66370715044
596,Spain,Male,30,6,121345.88,4,1,0,1,Library Technical Assistant 2,124902.40171175041
609,France,Female,39,8,141675.23,1,0,1,0,Patient Accounts Supervisor,143323.98116817433
797,Spain,Female,31,8,0.0,2,1,0,0,CONSERVATORSHIP/CASE MGNT SUPV,126185.45454545454
504,Germany,Female,43,7,102365.49,1,1,0,1,Materials/Supplies Supervisor,120323.41379039956
735,Spain,Male,50,9,0.0,1,0,0,1,Supervising Purchaser,137109.0909090909
680,Spain,Female,30,3,0.0,1,1,0,0,Shelter Service Rep,97781.81818181818
449,France,Male,52,6,0.0,2,0,1,0,Sr Transit Information Clerk,90243.63636363637
685,Germany,Male,57,7,101868.51,1,0,1,0,Executive Secretary 3,150833.6564452052
569,Spain,Male,38,8,0.0,2,0,0,0,Sr. Environmental Spec,103916.36363636363
631,France,Male,35,9,112392.45,2,1,0,0,Stores & Equip Asst Sprv,139233.99749957875
595,Germany,Female,25,7,106570.34,2,0,1,0,Carpenter Supervisor 2,120794.42003216235
461,France,Female,28,8,0.0,1,1,1,0,Integrated Pest Mgmt Specialst,83683.63636363635
630,France,Male,50,1,81947.76,1,0,1,1,Admin Analyst 3,107742.51724130847
661,France,Female,31,7,144162.3,2,1,1,0,CHIEF NURSERY SPECIALIST,141522.37773903267
796,Germany,Male,39,5,86350.87,2,0,0,0,Landscape Architect Assoc 1,141897.29919817968
710,France,Male,47,5,158623.14,1,0,0,1,PERSONNEL CLERK,152496.91995300126
741,France,Male,32,8,0.0,2,1,0,0,Account Clerk,120192.72727272728
606,Germany,Male,48,4,132403.56,1,0,0,1,REAL PROPERTY APPRAISER TRAINEE,129837.65456789103
747,France,Male,27,10,0.0,2,0,0,0,Welder,122185.45454545456
549,Germany,Female,43,3,134985.66,1,1,0,0,SPECIAL ASSISTANT XIV,117887.86760944182
576,France,Male,36,6,0.0,2,1,1,0,SUPERVISING PURCHASER,96756.36363636365
528,France,Male,37,6,103772.45,1,1,0,0,Dep Chf of Dept (Fire Dept),116358.05731699851
535,France,Male,33,2,133040.32,1,1,1,0,AUTOMOTIVE MACHINIST ASSISTANT SUPERVISOR,110015.38448539007
575,Spain,Female,37,0,0.0,2,0,0,0,"Cfdntal Chf Atty 2,(Cvl&Crmnl)",77000.0
656,France,Male,39,10,0.0,2,1,1,0,Chief Stationary Engineer,122174.54545454544
440,France,Male,42,2,0.0,2,1,0,0,PRINCIPAL MUSEUM PREPARATOR,68436.36363636363
539,Spain,Male,38,8,71460.67,2,1,1,0,"Asst.Dep.Dir., Port",117405.53398437226
850,Spain,Male,39,6,133214.13,1,0,1,0,CAMP ASSISTANT,163129.67684137484
646,France,Female,37,7,96558.66,1,0,0,0,IS ENGINEER - ASSISTANT,132156.58130532745
744,France,Male,54,6,93806.31,2,0,1,0,CHIEF ELECTRICAL INSPECTOR,149167.47270401154
710,Spain,Female,36,8,0.0,2,0,0,0,Power Generation Technician 2,119381.81818181819
544,France,Female,64,3,124043.8,1,1,1,1,Landscape Architect Assoc 1,120398.49387280563
723,Germany,Male,52,5,131694.97,1,0,1,1,MANAGER IV,149890.01988540083
507,Spain,Female,29,6,0.0,2,0,1,0,PUBLIC HEALTH NURSE,84658.18181818182
787,France,Female,35,1,106266.8,1,1,1,0,Airport Mechanical Maint Sprv,131034.55847011611
598,Spain,Male,41,8,0.0,2,1,1,0,Disability Access Coordinator,109578.18181818182
796,France,Male,51,6,0.0,2,0,1,0,AGRICULTURAL INSPECTOR,131338.18181818182
569,Spain,Female,41,4,139840.36,1,1,1,0,Public SafetyComm Disp,124630.64321425193
711,France,Male,34,8,0.0,2,0,0,0,Building Services Technician,118047.27272727272
661,Germany,Male,35,8,124098.54,1,1,0,0,TRAF SIGNAL ELECTRICIAN SUP I,142451.5844467514
415,France,Male,32,5,145807.59,1,1,1,0,Automotive Machinist,107214.01572102986
578,Spain,Male,23,8,0.0,2,1,0,0,Animal Care Attendant,94087.27272727274
611,France,Female,26,2,107508.93,2,1,1,0,HUMAN SERVICES TECHNICIAN,111757.05712618944
600,France,Female,28,6,0.0,2,0,1,0,SENIOR REAL PROPERTY OFFICER,95272.72727272726
661,Germany,Female,32,1,145980.23,1,0,1,0,Publ Svc Aide-Asst to Prof,125138.93737304765
850,France,Female,37,3,212778.2,1,0,1,0,Fiscal Services Supervisor,170974.88353646983
573,Germany,Female,47,4,152522.47,1,0,1,1,REGISTERED NURSE,130325.27284553152
764,Spain,Female,33,9,168964.77,1,0,1,0,CHIEF PREPARATOR,167086.39049902692
838,France,Female,34,8,0.0,2,1,0,0,Library Technical Assistant 2,133287.27272727274
821,France,Female,28,8,0.0,1,1,1,0,Cable Splicer,126883.63636363635
607,Spain,Female,36,4,98266.3,1,1,1,0,SENIOR PARKING CONTROL OFFICER,117430.40245094225
558,France,Male,38,8,113000.92,1,1,1,0,Municipal Stadium Groundskpr,129619.50757500422
530,Germany,Male,23,1,137060.88,2,1,1,0,PHYSICIAN SPECIALIST,106467.77399251118
654,Germany,Male,37,5,112146.12,1,1,0,0,"Manager V, MTA",130116.90809864095
530,France,Female,33,4,129307.32,1,1,1,0,Engineer,114522.67143205434
656,Spain,Male,69,6,163975.09,1,1,1,0,Museum Preparator,163569.51747105405
520,Spain,Male,43,7,0.0,2,1,1,0,AIRPORT ELECTRICIAN,97763.63636363635
602,Germany,Female,42,6,158414.85,1,1,1,0,IS OPERATOR - SUPERVISOR,141032.5638362862
701,Germany,Female,48,1,92072.68,1,1,1,0,"SENIOR SUPERVISING PROBATION OFFICER, JUVENILE POU",118501.98174043855
653,Spain,Female,30,2,88243.29,2,1,1,0,Senior Pharmacy Helper,112917.12698475958
668,Spain,Male,25,8,0.0,2,1,1,0,PRINCIPAL PERSONNEL ANALYST,106341.81818181818
652,France,Male,48,4,59486.31,1,1,0,1,TRANSIT TRAFFIC CHECKER,117920.15633902849
639,Spain,Female,54,2,0.0,2,1,1,0,Telephone Operator,94498.18181818182
730,Spain,Female,52,7,0.0,2,0,1,0,Plumber,128690.90909090909
780,France,Male,34,1,0.0,1,1,1,0,Housekeeper/Food Service Clnr,104690.90909090909
592,France,Female,38,8,119278.01,2,0,1,0,Specialist in Aging 2,135200.61665080467
628,France,Male,34,4,158741.43,2,1,1,0,Planner 4,133685.20793239563
658,France,Female,40,7,140596.95,1,0,1,1,Dept Head III,146037.0293881617
850,Spain,Female,29,10,0.0,2,1,1,0,APPRENTICE GARDENER,136363.63636363635
515,Germany,Male,37,2,90432.92,1,1,1,1,SENIOR ELIGIBILITY WORKER,98153.48438954564
571,France,Female,35,1,104783.81,2,0,1,0,PARKING METER REPAIRER SUPERVISOR I,104759.91487757221
760,Germany,Male,42,0,77992.97,2,1,1,0,Program Specialist Supervisor,117851.31057793225
720,Germany,Female,43,10,110822.9,1,0,0,0,Manager VII,159993.1993235689
632,Germany,Male,42,4,119624.6,2,1,1,0,TREE TOPPER,127719.86413853602
694,Germany,Male,31,6,109052.59,2,1,1,1,SENIOR MICROBIOLOGIST,134268.02758015125
559,Spain,Female,40,5,139129.44,1,0,1,0,Water Service Inspector,126533.36042432788
773,Germany,Female,42,8,152324.66,2,1,0,0,"ASSISTANT TO THE DIRECTOR, PUBLIC AFFAIRS       RS",167732.5138347461
581,France,Male,38,1,0.0,2,1,0,0,Senior Clerk Typist,81174.54545454546
524,Germany,Female,37,9,127480.58,2,1,0,0,Principal Clerk,131638.55042108207
713,France,Male,53,6,115029.4,1,0,0,1,ELECTRONIC MAINTENANCE TECHNICIAN,149977.3274205765
676,France,Male,40,8,114005.78,1,1,1,0,ANIMAL HEALTH TECHNICIAN,145474.35617414518
651,Germany,Female,42,1,116646.76,1,1,0,1,SENIOR BOOK REPAIRER,117833.19528759483
717,Spain,Female,49,1,110864.38,2,1,1,1,"Real Estate Devt. Mgr, SFMTA",125006.75525255546
594,France,Male,23,5,156267.59,1,1,0,0,Supv Chemist,127104.5206504507
716,France,Female,44,3,109528.28,1,1,0,1,Court Supervisor II,132112.6936151646
668,France,Female,35,6,102482.76,1,1,1,0,SENIOR LEGAL PROCESS CLERK,131758.7305733285
678,Germany,Male,23,10,115563.71,1,1,1,0,COURT INVESTIGATOR,137905.10280539512
545,France,Male,23,2,0.0,2,1,0,0,Parking Hearing Examiner,77581.81818181818
613,France,Female,40,9,95624.36,2,1,1,0,NURSES STAFFING ASSISTANT,137154.97012584598
687,Spain,Female,21,8,0.0,2,1,1,0,MEDIA PRODUCTION TECHNICIAN,105712.72727272728
715,France,Male,28,7,160376.61,1,0,0,0,Regulatory Specialist,149970.791836058
618,Germany,Male,41,8,37702.79,1,1,1,0,EEO Senior Specialist,120994.46169500351
721,France,Female,35,6,118273.83,1,0,1,0,COURT MANAGER,141895.02157658007
445,Germany,Female,34,7,131082.17,2,1,1,0,IS BUSINESS ANALYST - ASSISTANT,114383.47432979298
690,France,Male,38,1,94456.0,2,0,1,0,Cashier 1,116842.8401681481
709,France,Female,43,8,0.0,2,0,0,1,Hospital Eligibility Worker,124352.72727272726
671,Spain,Female,42,3,0.0,2,1,1,0,Library Page,99974.54545454546
538,France,Male,33,6,93791.38,1,1,1,0,BRAILLIST,112989.3568755346
735,France,Female,33,4,0.0,2,1,0,0,MAYORAL STAFF V,108200.0
592,France,Female,37,7,0.0,2,1,1,0,HSA Sr Eligibility Worker,102585.45454545454
747,France,Male,61,7,155973.13,1,0,1,0,Licensed Vocational Nurse,173757.73957886465
675,Germany,Male,36,7,89409.95,1,1,1,0,Porter Assistant Supervisor,133290.66858471214
632,Spain,Female,39,5,97854.37,2,1,0,0,Water Const&Main Supt,124968.2567682433
621,France,Male,39,6,0.0,2,1,1,0,SECURITY GUARD,103792.72727272728
521,Spain,Male,29,3,60280.62,1,1,0,0,"COMMANDER III, (POLICE DEPARTMENT)",92844.65381752118
591,Spain,Male,36,7,135216.8,1,1,1,0,Heating/Ventilating Inspector,134164.96082344538
706,Germany,Female,28,6,124923.35,2,1,1,0,AIRPORT ELECTRICIAN SUPERVISOR,137867.0120869321
677,France,Male,38,4,0.0,2,1,0,0,Curator 3,103058.18181818182
769,Germany,Male,27,7,188614.07,1,1,0,0,SUPERVISING PHYSICIAN SPECIALIST,162567.1603548096
771,France,Male,32,5,62321.62,1,1,1,0,MARINA ASSISTANT MANAGER,129969.1040710448
601,Germany,Female,48,8,120782.7,1,1,0,1,Building Inspector,143913.17687403387
670,France,Female,42,1,115961.58,2,0,1,0,ARTS PROGRAM ASSISTANT,119949.34071221725
517,France,Male,28,2,115062.61,1,1,0,0,CRIMINALIST I,102647.08747233878
834,France,Female,49,8,160602.25,2,1,0,0,LIEUTENANT III (POLICE DEPARTMENT),182122.9334113667
571,France,Female,42,4,108825.34,3,1,0,1,MARITIME MARKETING REPRESENTATIVE,117817.31916977998
576,Germany,Female,36,8,166287.85,1,1,1,0,CHIEF PREPARATOR,143068.0475700132
718,France,Female,31,1,152663.77,1,0,1,0,CHIEF MICROBIOLOGIST,133486.3361847615
636,Germany,Female,31,9,80844.69,2,1,1,0,Snr Permit and Citation Clerk,129016.90988516856
566,Germany,Female,40,2,97001.36,2,1,0,0,IS Manager,106389.7217177627
711,France,Male,64,4,0.0,2,1,1,0,Graphics Supervisor,116592.72727272726
574,France,Female,39,2,122524.61,2,1,0,0,EMERGENCY PLANNING COORDINATOR,113271.55701533132
619,France,Female,35,8,132292.63,1,1,0,0,CITY ATTORNEY,139371.12666566588
588,France,Female,24,0,0.0,2,1,1,0,IS ADMINISTRATOR - SUPERVISOR,78560.0
760,Germany,Female,49,9,91502.99,1,1,0,1,FISCAL TECHNICIAN,161173.0182771528
665,France,Male,52,3,0.0,1,1,0,1,LANDSCAPE ARCHITECT,101981.81818181818
739,Germany,Male,29,3,59385.98,2,1,1,0,ASSISTANT FORENSIC TOXICOLOGIST I,118790.70878509786
641,France,Male,77,9,0.0,3,1,1,0,MAIL AND REPRODUCTION SERVICE SUPERVISOR,147920.0
685,Germany,Female,21,6,97956.5,1,1,1,0,Child Support Officer II,125079.95295764762
594,France,Female,49,4,0.0,2,1,1,0,Chief Fire Alarm Dispatcher,97098.18181818182
557,Spain,Female,40,4,0.0,2,0,1,0,Med Staff Svcs Dept Spc,89385.45454545454
697,France,Male,27,8,141223.68,2,1,0,0,TELEPHONE OPERATOR,145048.72435859952
656,France,Male,18,10,151762.74,1,0,1,0,MAINTENANCE PLANNER,139376.31758731566
712,Germany,Male,43,1,141749.74,2,0,1,0,"Rep, Comm Status of Women",131247.2541035576
689,Spain,Male,38,5,75075.14,1,1,1,1,Dep Dir II,125906.26530085654
697,France,Female,25,4,165686.11,2,1,0,0,Public Defender's Investigator,140353.2378220684
589,France,Male,38,2,0.0,1,1,0,0,DEPARTMENT HEAD II,85589.09090909091
525,Spain,Female,25,10,0.0,2,1,0,0,Maintenance Planner,93727.27272727274
680,France,Male,44,3,0.0,2,1,0,0,IT Operations Support Admin IV,101600.0
617,France,Female,28,0,0.0,2,1,1,1,CAPTAIN III (POLICE DEPARTMENT),82040.0
680,France,Male,32,5,92961.61,1,1,0,0,Chemist,126376.37946002843
662,Spain,Female,30,9,0.0,2,0,1,0,DEPUTY DIRECTOR I,111985.45454545454
736,Germany,Male,46,5,130812.91,1,1,1,1,Automotive Body & Fender Wrk,148511.81051847493
657,Germany,Male,57,8,107174.58,1,1,1,1,"Adm, SFGH Medical Center",153924.3730869519
350,Spain,Male,54,1,152677.48,1,1,1,1,PARKING CONTROL OFFICER,91420.52389768002
617,France,Male,30,3,132005.77,1,1,0,0,PORTER ASSISTANT SUPERVISOR,121789.79942870612
562,France,Male,35,7,0.0,1,0,0,0,"INSPECTOR, BUREAU OF FIRE PREVENTION AND PUBLIC SA",97712.72727272726
705,Spain,Female,23,5,0.0,2,1,1,0,Manager I,103054.54545454546
516,France,Female,33,7,127305.5,1,1,1,0,General Laborer Supervisor 1,121363.95435612921
573,France,Female,37,6,0.0,2,1,0,0,Assistant Storekeeper,96941.81818181818
538,Spain,Female,31,0,0.0,2,0,0,0,Depty Sealer of Weights & Meas,72560.0
699,France,Male,39,9,0.0,1,1,0,0,Pub Safety Communication Coord,123789.0909090909
504,Germany,Male,32,8,170291.22,2,0,1,0,Communications Line Wrk Sprv 2,132476.32624472422
583,Spain,Male,47,5,102562.23,1,1,0,0,"Stationary Eng, Sewage Plant",123850.46237494636
712,Spain,Male,53,2,111061.01,2,0,0,0,Sr Fare Collections Receiver,129635.59571341929
626,Spain,Male,62,3,0.0,1,1,1,0,Auto Machinist Asst Sprv,100029.09090909091
631,France,Female,34,4,124379.14,1,1,0,0,Traf Signal Electrician Sup II,125827.77829791734
663,France,Female,37,7,0.0,1,1,1,0,Stationary Engineer,111105.45454545456
506,Germany,Female,41,3,57745.76,1,1,0,0,CONTRACT COMPLIANCE OFFICER I,93711.19233847279
570,Germany,Female,50,5,129293.74,1,1,0,1,Victim/Witness Investigator 2,130046.69662563721
703,France,Female,45,7,0.0,2,1,1,0,EXECUTIVE CONTRACT EMPLOYEE,120996.36363636363
698,Germany,Female,40,8,150777.1,1,1,0,0,MAYORAL STAFF IV,156907.88345847005
731,Spain,Male,41,4,0.0,2,1,0,0,Asst General Services Manager,110629.09090909091
625,France,Male,34,6,0.0,2,0,0,0,Media Training Specialist,101545.45454545456
634,Spain,Male,31,9,108632.48,1,1,1,1,"SECRETARY, HEALTH COMMISSION",135422.1075429108
616,France,Male,59,5,153861.1,1,1,1,0,Lieutenant 3,145532.6667821766
500,France,Male,56,1,100374.58,1,1,0,1,ENVIRONMENTAL ASSISTANT,97094.57846918136
446,France,Male,32,8,0.0,2,0,0,0,Welder,84792.72727272726
669,France,Female,47,9,61196.54,1,1,0,0,Chemist I/II,141369.14231417084
581,Germany,Male,31,6,116891.72,1,1,0,0,ELECTRICAL TRANSIT SYSTEM MECHANIC,122582.68433819992
704,Germany,Female,54,6,133656.91,3,1,0,1,CHIEF STATIONARY ENGINEER,153897.38183962915
748,France,Male,44,2,92911.52,1,0,1,0,ACCOUNTANT INTERN,127978.94634590483
680,Spain,Female,31,9,119825.75,2,1,1,0,Truck Driver,143618.8764254479
655,France,Female,37,7,111852.84,2,1,0,0,"AREA SUPERVISOR, PARKS, SQUARES AND FACILITIES",136894.04557697655
690,Germany,Male,32,0,106683.52,2,1,1,0,"Secretary, Comm on the Environ",116312.395092366
695,Germany,Male,40,7,139022.24,1,0,1,0,PLANNER III,150100.45179046056
700,Germany,Female,40,4,148571.07,1,1,0,1,Telecommunications Tech Supv,142074.8768698732
773,France,Male,52,4,0.0,1,0,1,0,DEPUTY COURT CLERK II,119669.0909090909
749,France,Male,42,1,129776.72,2,0,1,0,EMPLOYMENT & TRAINING SPECIALIST IV,132733.10599795537
611,France,Female,46,5,0.0,1,1,0,1,MEDICAL RECORDS TECHNICIAN,102229.09090909091
606,Spain,Female,46,8,0.0,2,1,1,0,STUDENT DESIGN TRAINEE 2/ARC-ENG-PLNG,114174.54545454544
554,France,Male,24,10,0.0,1,0,0,0,IS Administrator 2,96298.18181818182
567,France,Female,37,7,0.0,2,1,1,0,TRAINING TECHNICIAN,99585.45454545454
559,Spain,Male,24,3,114739.92,1,1,0,1,REAL PROPERTY APPRAISER TRAINEE,109064.46454349798
594,Germany,Male,41,2,122545.65,2,1,1,0,Dep Dir IV,116040.2249039187
513,France,Female,37,6,0.0,2,1,0,0,PARK PATROL OFFICER,89741.81818181818
652,Germany,Female,26,1,131908.35,1,1,1,0,RESPIRATORY CARE PRACTITIONER,120148.32050212462
680,Germany,Female,42,7,105722.69,1,1,1,1,TRANSIT FARE INSPECTOR,141609.89404973877
784,Spain,Male,33,10,0.0,2,1,0,0,"Manager II, MTA",132080.0
812,Spain,Female,44,8,0.0,3,1,0,1,Architectural Assistant 1,137440.0
784,Spain,Female,40,8,0.0,2,1,0,0,SUPERVISING CHEMIST,131170.9090909091
570,France,Female,18,4,82767.42,1,1,0,0,"Counselor, Log Cabin Ranch",102738.53148757076
712,France,Female,42,1,87842.98,1,0,0,0,ENVIRONMENTAL SERVICE WORKER,118265.03284682057
705,Spain,Male,39,6,133261.13,1,1,1,0,UTILITY ANALYST,145740.91646460196
681,Spain,Female,32,3,0.0,2,1,1,0,Chemist I/II,98447.27272727274
620,France,Male,41,0,97925.11,1,1,0,0,Crime Lab Mgr,105817.90086963197
711,France,Male,52,5,0.0,1,1,1,0,Diagnostic Imaging Tech II,116956.36363636363
613,France,Female,24,7,140453.91,1,1,0,0,Utility Plumber Supervisor 2,130421.00448918596
613,Germany,Female,20,0,117356.19,1,0,0,1,SENIOR TRANSCRIBER TYPIST,109624.66721209396
682,Spain,Male,36,5,0.0,2,1,1,0,"INSPECTOR, BUREAU OF FIRE PREVENTION AND PUBLIC SA",106203.63636363637
850,Spain,Male,37,4,137204.77,1,1,1,0,WHARFINGER II,156265.82034308685
601,France,Female,41,1,0.0,2,0,1,0,Customer Service Agent,83847.27272727274
595,Spain,Male,35,8,0.0,1,1,0,1,SWITCH REPAIRER,104854.54545454546
675,Spain,Male,36,3,54098.18,2,0,1,0,Collections Officer,111755.27033886366
591,Spain,Male,31,8,0.0,1,1,1,0,ASSISTANT INSPECTOR (POLICE DEPARTMENT),101465.45454545454
602,France,Male,23,7,113758.48,2,0,0,0,Airport Safety Officer,122080.67117015156
554,Spain,Female,34,8,0.0,1,0,1,0,Senior Unit Clerk,99207.27272727272
541,France,Male,37,9,118636.92,1,1,1,0,Sergeant 3,131563.66943494143
506,France,Male,34,7,0.0,2,0,0,0,MEDICAL EVALUATIONS ASSISTANT,90356.36363636363
814,Germany,Male,44,8,95488.82,2,0,0,0,Principal Water Services Clerk,160515.28423831364
683,France,Male,30,8,110829.52,2,0,0,0,TRANSCRIBER TYPIST,138282.05516373023
485,Germany,Male,51,7,144244.59,2,1,0,0,"ATTORNEY, TAX COLLECTOR",133149.32937258965
696,Germany,Female,31,8,122021.92,2,1,0,0,"Assoc Musm Cnsrvt, AAM",143245.88872093987
608,France,Female,30,8,0.0,2,1,0,0,Glazier,102778.18181818182
792,France,Male,50,9,0.0,4,1,1,1,DEPUTY DIRECTOR III,143949.0909090909
686,Spain,Male,22,5,0.0,2,1,0,0,SERGEANT I (POLICE DEPARTMENT),100320.0
790,Germany,Male,42,1,85839.62,1,1,0,0,TRANSIT PLANNER IV,127145.94749387908
654,France,Female,29,4,96974.97,1,0,1,0,Automotive Mechanic,120216.13806161842
452,France,Male,35,4,148172.44,1,1,1,0,Communications Line Wrk Sprv 2,110401.36630686116
719,Spain,Male,38,0,0.0,1,1,0,0,Pr Administrative Analyst,94280.0
707,France,Female,40,5,0.0,2,1,0,0,Bd/Comm Secretary 3,111021.81818181818
699,France,Female,49,2,0.0,1,0,0,0,Health Program Coordinator 1,100789.09090909091
850,Spain,Male,30,2,0.0,2,0,1,0,MAYORAL STAFF XVII,115454.54545454546
828,Spain,Male,28,8,134766.85,1,1,0,0,MEDICAL RECORDS TECHNICIAN,159951.90482116028
850,Germany,Male,30,5,123210.56,2,1,1,0,Occupational Therapist,153101.05027467164
712,Spain,Male,47,1,139887.01,1,1,1,0,Disease Control Investigator,131165.4355017935
634,France,Male,44,9,149961.11,1,1,0,0,SUPERIOR COURT JUDGE,155941.83776847404
730,Germany,Male,45,6,152880.97,1,0,0,0,WATER SERVICE INSPECTOR,156705.55031979864
685,Germany,Male,43,9,108589.47,2,0,1,0,IS ENGINEER - SENIOR,151350.0039101352
809,Spain,Male,33,9,0.0,1,1,1,0,"PRINCIPAL INVESTIGATOR, TAX COLLECTOR",132080.0
707,Spain,Female,35,3,56674.48,1,1,0,1,Admin Hearing Examiner,115938.64181762548
648,Spain,Male,32,8,0.0,1,1,0,0,ARCHITECTURAL ASSISTANT II,109032.72727272726
760,Spain,Female,57,1,0.0,2,1,1,0,"Ex Dir, SE Com Fac Comm",104381.81818181818
805,Germany,Female,33,3,105663.56,2,0,1,0,Administrative Analyst II,138868.48091988266
585,France,Female,39,7,0.0,2,1,0,0,Personnel/Payroll Repres,103018.18181818182
595,Spain,Female,30,5,100683.54,1,1,1,0,ASSISTANT ENGINEER,117113.91799319432
630,France,Male,42,6,0.0,2,1,0,0,SHELTER VETERINARIAN,106509.09090909091
627,Germany,Male,29,5,139541.58,2,1,0,0,IS TECHNICIAN - SUPERVISOR,129791.91996298361
631,Germany,Female,37,2,121801.72,2,0,1,0,Senior Health Program Planner,119575.0480722345
776,Germany,Male,38,5,112281.7,1,0,1,0,Materials/Supplies Supervisor,145243.8762790828
676,Spain,Female,36,4,0.0,2,1,1,0,Plumber Supervisor 1,102210.90909090909
758,Spain,Female,40,5,93499.82,2,0,0,0,"ELECTRONIC INSTRUMENTATION TECHNICIAN,WTR PLTNCN",139501.45113079756
637,France,Male,33,0,132255.99,2,0,1,0,MANAGER III - MUNICIPAL TRANSPORTATION AGENCY,116067.81908782167
850,France,Male,20,7,0.0,2,1,0,0,UNDERSHERIFF,122727.27272727274
601,Spain,Female,44,4,0.0,2,1,0,0,Manager I,96120.0
735,France,Male,49,5,121973.28,1,1,0,0,STAGE ELECTRICIAN,147641.52963387716
614,Germany,Male,32,7,99462.8,2,1,1,0,Hodcarrier,125829.26183412121
672,Germany,Female,21,3,165878.76,2,1,1,0,MEDICAL RECORDS CLERK,134035.6719566172
642,France,Male,30,8,117494.27,1,0,0,0,Chief Stationary Engineer,134955.8696084715
633,Germany,Female,29,0,138577.34,1,1,0,0,PUBLIC SERVICE AIDE-ASSISTANT TO PROFESSIONALS,117099.51254072918
769,Spain,Male,39,9,0.0,1,1,1,0,Electric Motor Repairer,132189.09090909088
796,Spain,Male,41,8,107525.07,1,1,0,0,COURT INTERPRETER SUPERVISOR,159051.8259515429
715,France,Male,23,7,139224.92,2,1,0,0,Communications Dispatcher 2,141730.73905388874
695,France,Female,42,7,121453.63,1,0,0,0,Water QualityTech I/II,147171.80550948723
747,France,Female,25,4,0.0,2,0,1,0,AIRPORT OPERATIONS SUPERVISOR,106730.90909090909
584,Germany,Female,54,1,77354.37,1,0,0,1,Assistant Power House Operator,101487.6860956864
476,France,Male,40,6,0.0,1,1,1,0,Media Programming Spec,86938.18181818182
850,France,Female,39,7,79259.99,1,0,1,0,ZOO CURATOR,153772.48872422482
529,France,Male,30,2,116295.29,1,1,0,0,Transit Power Line Sprv1,104745.5080649025
584,Spain,Female,59,1,0.0,1,0,1,1,IS Business Analyst-Assistant,83443.63636363637
586,Germany,Male,34,9,74309.81,1,1,0,0,Cfdntal Sctry to City Atty,123908.69812621748
674,Germany,Male,34,2,152797.9,1,1,0,1,WATER SERVICE INSPECTOR,131602.04851996066
552,France,Male,42,9,133701.07,2,1,0,1,LOCKSMITH SUPERVISOR I,140577.03321173514
601,Germany,Female,33,7,114430.18,2,1,1,0,Medical Records Tech Sprv,128484.93848956762
541,France,Male,29,7,127504.57,1,0,0,0,LICENSED VOCATIONAL NURSE,121866.10559356444
744,Germany,Female,41,2,84113.41,1,1,0,0,TRANSIT PLANNER IV,124849.50368320316
595,Spain,Female,23,10,101126.66,2,0,0,0,Senior Housing Inspector,124492.61339027042
724,Germany,Male,33,5,103564.83,2,1,0,0,ELECTRICAL INSPECTOR,134646.58869742692
533,Spain,Female,52,7,0.0,1,0,1,1,IS ENGINEER - ASSISTANT,105050.90909090909
618,France,Male,37,2,168178.21,2,0,1,0,"COMMANDER III, (POLICE DEPARTMENT)",129105.56454448025
523,Germany,Female,39,1,143903.11,1,1,1,1,COUNSELOR II,108718.57662223082
642,Germany,Female,30,5,129753.69,1,1,0,0,DEPUTY DIRECTOR V,129705.78040075592
584,France,Male,35,9,0.0,2,1,0,0,"SECRETARY, LIBRARY COMMISSION",106716.36363636363
521,France,Male,38,5,110641.18,1,0,1,1,"Sr Counselor, Juvenile Hall",114251.56081745453
662,France,Female,36,4,166909.2,2,1,0,1,Architectural Assistant 1,140445.72868957563
758,France,Female,34,1,154139.45,1,1,1,0,Training Technician,138911.95892990945
717,France,Male,38,7,97459.06,1,0,0,0,SEWAGE TREATMENT PLANT SUPERINTENDENT,141528.26742581202
611,France,Male,40,1,0.0,2,1,1,0,SENIOR MUSEUM PREPARATOR,84956.36363636363
766,Germany,Male,43,6,112088.04,2,1,1,0,ASSISTANT INSPECTOR (POLICE DEPARTMENT),150179.3824303869
636,France,Female,34,3,0.0,2,1,1,0,SUPERVISING PARTS STOREKEEPER,93592.72727272726
814,France,Female,48,7,0.0,2,1,1,0,IS Administrator 1,136225.45454545453
760,Spain,Male,28,1,141038.57,2,0,0,0,SPECIAL NURSE,135473.54789204
607,Germany,Male,39,2,84468.67,2,1,1,0,Epidemiologist 1,108130.82452270851
725,Spain,Female,36,4,118520.26,1,0,0,1,Special Assistant 3,136433.95307342804
